datetime,season,weather,temp,humidity,windspeed,casual,registered,count,hour,day,row
1/3/11 15:00,1,1,34.99,98,24.68,26,107,133,15,3,64
1/3/11 16:00,3,4,10.15,75.45,3.37,25,32,57,16,3,65
1/3/11 17:00,2,2,28.15,52.5,31.96,30,25,55,17,3,66
1/3/11 18:00,4,4,11.7,51.18,21.57,17,41,58,18,3,67
1/3/11 19:00,1,4,7.43,59.09,20.56,1,41,42,19,3,68
1/3/11 20:00,4,3,31.25,53.35,29.82,40,95,135,20,3,69
1/3/11 21:00,2,3,30.76,86.27,30.31,22,38,60,21,3,70
1/3/11 22:00,2,2,17.11,57.2,0.75,47,60,107,22,4,71
1/3/11 23:00,2,2,26.07,43.65,6.26,48,46,94,23,4,72
1/4/11 0:00,1,3,21.71,81.99,11.83,41,169,210,0,4,73
1/4/11 1:00,2,3,30.59,88.35,33.9,21,47,68,1,4,74
1/4/11 2:00,1,3,14.45,53.63,28.84,32,179,211,2,4,75
1/4/11 3:00,2,3,20.71,73.42,37.88,17,160,177,3,4,76
1/4/11 4:00,4,3,19.56,24.7,37.03,14,154,168,4,4,77
1/4/11 5:00,4,4,15.62,62.36,42.66,40,170,210,5,4,78
1/4/11 6:00,3,2,31.74,23.6,18.84,2,156,158,6,4,79
1/4/11 7:00,4,4,9.98,22.34,17.25,47,146,193,7,4,80
1/4/11 8:00,3,4,9.49,69.03,41.55,22,127,149,8,4,81
1/4/11 9:00,4,1,22.31,44.27,11.88,46,98,144,9,4,82
1/4/11 10:00,1,4,24.72,79.4,23.06,1,110,111,10,4,83
1/4/11 11:00,4,3,10.84,91.69,9.72,41,27,68,11,4,84
1/4/11 12:00,3,3,16.72,31.15,45.69,3,9,12,12,4,85
1/4/11 13:00,3,1,33.4,77.96,20.39,25,194,219,13,4,86
1/4/11 14:00,2,1,12.4,61.16,10.62,18,105,123,14,4,87
1/4/11 15:00,1,1,25.05,28.97,34.6,48,143,191,15,4,88
1/4/11 16:00,4,1,27.2,72.13,12.23,9,99,108,16,4,89
1/4/11 17:00,2,1,18.44,68.76,47.18,21,0,21,17,4,90
1/4/11 18:00,4,4,33.13,61.25,18.38,5,117,122,18,4,91
1/4/11 19:00,4,1,27.1,94.12,33.23,0,81,81,19,4,92
1/4/11 20:00,2,4,18.74,61.69,17.26,42,131,173,20,4,93
1/4/11 21:00,2,2,22.08,99.24,40.36,15,196,211,21,4,94
1/4/11 22:00,2,1,25.78,60.74,44.85,6,131,137,22,5,95
1/4/11 23:00,2,1,22.77,29.27,39.4,23,114,137,23,5,96
1/5/11 0:00,2,4,31.36,57.64,42.42,34,147,181,0,5,97
1/5/11 1:00,4,2,15.71,34.59,5.09,13,62,75,1,5,98
1/5/11 2:00,2,4,14,67.77,46.2,3,34,37,2,5,99
1/5/11 3:00,1,4,11.42,75.45,31.22,40,115,155,3,5,100
1/5/11 4:00,3,1,6.13,57.47,43.46,14,44,58,4,5,101
1/5/11 5:00,2,3,6.29,27.82,34.22,43,56,99,5,5,102
1/5/11 6:00,2,3,31.1,57.49,10.09,47,120,167,6,5,103
1/5/11 7:00,4,4,25.35,26.52,30.48,22,151,173,7,5,104
1/5/11 8:00,2,1,24.82,74.57,4.55,18,19,37,8,5,105
1/5/11 9:00,2,2,23.44,83.23,34.79,13,155,168,9,5,106
1/5/11 10:00,2,3,30.48,96.99,20.45,26,165,191,10,5,107
1/5/11 11:00,4,2,19.41,31.9,7.59,35,151,186,11,5,108
1/5/11 12:00,2,3,31.11,62.59,48.96,37,23,60,12,5,109
1/5/11 13:00,3,1,15.78,65.4,45.05,21,69,90,13,5,110
1/5/11 14:00,4,4,32.8,93.8,44.68,10,101,111,14,5,111
1/5/11 15:00,3,2,25.96,70.18,39.44,3,126,129,15,5,112
1/5/11 16:00,4,2,12.72,31.64,34.6,31,117,148,16,5,113
1/5/11 17:00,2,4,21.92,54.91,32.75,39,24,63,17,5,114
1/5/11 18:00,3,2,20.99,72.38,5.3,40,80,120,18,5,115
1/5/11 19:00,4,3,9.14,76.02,45.03,23,196,219,19,5,116
1/5/11 20:00,1,4,22.74,89.05,44.06,33,16,49,20,5,117
1/5/11 21:00,2,3,14.44,34.44,37.39,2,57,59,21,5,118
1/5/11 22:00,4,3,6.57,96.12,46.37,37,147,184,22,6,119
1/5/11 23:00,1,1,33.46,24.73,27.65,1,1,2,23,6,120
1/6/11 0:00,4,3,24.24,98.7,22.38,22,82,104,0,6,121
1/6/11 1:00,1,1,31.31,88.62,48.4,39,8,47,1,6,122
1/6/11 2:00,2,2,25.28,72.82,23.21,19,190,209,2,6,123
1/6/11 3:00,3,2,15.71,78.8,32.07,7,122,129,3,6,124
1/6/11 4:00,1,1,20.38,25.82,18.65,34,103,137,4,6,125
1/6/11 5:00,4,3,25.27,23.32,31.82,48,82,130,5,6,126
1/6/11 6:00,2,4,33.81,28.14,36,42,108,150,6,6,127
1/6/11 7:00,1,4,12.61,26.99,31.23,2,119,121,7,6,128
1/6/11 8:00,4,1,31.25,63.79,25.73,31,195,226,8,6,129
1/6/11 9:00,4,2,32.72,37.24,15.01,30,133,163,9,6,130
1/6/11 10:00,4,2,25.11,88.82,32.19,43,10,53,10,6,131
1/6/11 11:00,1,4,32.94,55.66,45.42,45,148,193,11,6,132
1/6/11 12:00,1,1,16.94,75.64,0.35,30,105,135,12,6,133
1/6/11 13:00,1,4,33.59,72.23,6.7,0,190,190,13,6,134
1/6/11 14:00,3,3,26.08,45.59,5.99,11,127,138,14,6,135
1/6/11 15:00,1,3,6.26,39.45,46.16,17,29,46,15,6,136
1/6/11 16:00,1,1,32.21,47.4,33.14,23,81,104,16,6,137
1/6/11 17:00,1,1,19.53,83.73,47.59,35,114,149,17,6,138
1/6/11 18:00,3,3,18.81,66.9,29.14,28,148,176,18,6,139
1/6/11 19:00,1,2,21.99,40.28,23.09,24,150,174,19,6,140
1/6/11 20:00,4,1,9.48,85.43,39.62,22,60,82,20,6,141
1/6/11 21:00,1,3,19.07,24.38,8.05,2,157,159,21,6,142
1/6/11 22:00,4,3,29.93,75.93,19.07,29,173,202,22,7,143
1/6/11 23:00,4,2,5.46,55.13,23.31,16,187,203,23,7,144
1/7/11 0:00,4,2,13.19,78.5,14.92,44,17,61,0,7,145
1/7/11 1:00,3,2,5.07,94.2,18.56,48,61,109,1,7,146
1/7/11 2:00,3,2,17.47,80,3.91,29,172,201,2,7,147
1/7/11 3:00,3,4,26.85,55.36,9.9,48,60,108,3,7,148
1/7/11 4:00,1,2,28.96,32.08,16.77,18,58,76,4,7,149
1/7/11 5:00,4,4,33.36,84.51,39.79,4,162,166,5,7,150
1/7/11 6:00,3,1,23.26,56.86,9.12,39,109,148,6,7,151
1/7/11 7:00,3,3,12.64,26.02,17.33,33,149,182,7,7,152
1/7/11 8:00,1,4,32.72,77.52,3.25,8,113,121,8,7,153
1/7/11 9:00,3,1,28.26,43.35,27.86,38,151,189,9,7,154
1/7/11 10:00,1,1,22.23,23.91,30.56,47,50,97,10,7,155
1/7/11 11:00,2,4,25.87,92.22,43.28,43,64,107,11,7,156
1/7/11 12:00,3,1,32.73,58.65,40.96,25,142,167,12,7,157
1/7/11 13:00,2,1,26.37,42.48,14.27,4,111,115,13,7,158
1/7/11 14:00,1,4,16.05,77.31,6.85,23,155,178,14,7,159
1/7/11 15:00,4,1,26.39,90.87,7.8,30,41,71,15,7,160
1/7/11 16:00,3,2,6.21,20.02,48.45,23,147,170,16,7,161
1/7/11 17:00,1,2,16.59,75.03,33.66,20,42,62,17,7,162
1/7/11 18:00,4,3,17.19,81.36,2.13,21,196,217,18,7,163
1/7/11 19:00,4,1,10.01,36.79,6.84,37,190,227,19,7,164
1/7/11 20:00,2,3,5.69,59.17,24.29,21,170,191,20,7,165
1/7/11 21:00,1,2,9,27.14,10.39,20,1,21,21,7,166
1/7/11 22:00,4,2,24.64,79.74,40.18,29,150,179,22,8,167
1/7/11 23:00,3,2,29.07,87.8,28.66,48,139,187,23,8,168
1/8/11 0:00,3,1,34.65,28.65,30.63,46,173,219,0,8,169
1/8/11 1:00,2,1,15.39,85.32,23.14,9,125,134,1,8,170
1/8/11 2:00,4,2,22.98,81.73,12.8,2,160,162,2,8,171
1/8/11 3:00,1,3,33.11,47.75,29.47,38,43,81,3,8,172
1/8/11 4:00,3,3,10.01,75.22,35.85,28,152,180,4,8,173
1/8/11 5:00,4,4,26.53,20,18.55,24,34,58,5,8,174
1/8/11 6:00,4,2,27.65,94.54,25.25,1,162,163,6,8,175
1/8/11 7:00,2,3,7.67,64.03,41.98,12,64,76,7,8,176
1/8/11 8:00,3,2,30.84,69.63,7.43,26,170,196,8,8,177
1/8/11 9:00,3,3,29.39,73.17,27.26,28,195,223,9,8,178
1/8/11 10:00,1,4,6,64.91,17.42,13,189,202,10,8,179
1/8/11 11:00,3,4,7.73,88.54,35.14,3,158,161,11,8,180
1/8/11 12:00,1,2,6.47,68.78,0.94,7,155,162,12,8,181
1/8/11 13:00,3,3,15.04,92.62,33.52,4,138,142,13,8,182
1/8/11 14:00,2,1,20.28,66.59,5.14,43,31,74,14,8,183
1/8/11 15:00,3,4,20.97,33.69,3.24,26,65,91,15,8,184
1/8/11 16:00,1,2,13.03,93.09,36.23,23,59,82,16,8,185
1/8/11 17:00,1,2,32.35,74.53,32.02,43,178,221,17,8,186
1/8/11 18:00,2,3,16.05,75.94,44.75,42,186,228,18,8,187
1/8/11 19:00,3,2,6.37,98.84,25.98,33,144,177,19,8,188
1/8/11 20:00,3,4,14.01,26.02,26.5,27,114,141,20,8,189
1/8/11 21:00,2,2,20.93,54.29,35.35,23,67,90,21,8,190
1/8/11 22:00,3,2,17.25,39.13,16.17,4,165,169,22,9,191
1/8/11 23:00,3,1,13.22,70.43,1.85,12,63,75,23,9,192
1/9/11 0:00,1,1,8.94,84.54,11.5,17,130,147,0,9,193
1/9/11 1:00,3,4,29.57,97.3,11.9,16,53,69,1,9,194
1/9/11 2:00,3,3,34.88,56.37,16.78,29,75,104,2,9,195
1/9/11 3:00,2,1,14.89,82.9,47.17,37,171,208,3,9,196
1/9/11 4:00,2,3,16.45,93.36,40.24,18,126,144,4,9,197
1/9/11 5:00,4,4,23.54,74.67,46.8,21,157,178,5,9,198
1/9/11 6:00,1,1,26.55,39.42,49.93,48,109,157,6,9,199
1/9/11 7:00,3,3,16.76,68.63,21.69,48,87,135,7,9,200
1/9/11 8:00,3,1,32.15,97.6,11.35,17,112,129,8,9,201
1/9/11 9:00,4,4,21.8,99,28,25,53,78,9,9,202
1/9/11 10:00,3,4,18.51,71.39,44.06,14,47,61,10,9,203
1/9/11 11:00,1,1,24.4,90.96,23.29,27,34,61,11,9,204
1/9/11 12:00,4,3,33.58,36.03,25.27,29,67,96,12,9,205
1/9/11 13:00,1,2,28.84,39.69,6.72,27,25,52,13,9,206
1/9/11 14:00,4,2,6.2,96.23,21.02,19,71,90,14,9,207
1/9/11 15:00,4,1,14.97,30.82,19.35,3,87,90,15,9,208
1/9/11 16:00,2,3,19.12,35.29,17.58,3,106,109,16,9,209
1/9/11 17:00,1,2,14.44,53.64,44.36,36,55,91,17,9,210
1/9/11 18:00,3,4,26.01,67.17,2.97,14,68,82,18,9,211
1/9/11 19:00,3,3,29.79,68.31,48.61,33,79,112,19,9,212
1/9/11 20:00,1,2,26.94,43.36,0.41,10,191,201,20,9,213
1/9/11 21:00,3,3,34.68,93.65,47.28,22,95,117,21,9,214
1/9/11 22:00,3,1,13.18,93.21,27.4,34,156,190,22,10,215
1/9/11 23:00,1,3,31.25,51.37,35.12,42,125,167,23,10,216
1/10/11 0:00,4,2,28,54.74,9.36,34,104,138,0,10,217
1/10/11 1:00,1,1,15.87,76.2,32.71,10,58,68,1,10,218
1/10/11 2:00,4,3,27.02,73.04,44.1,1,24,25,2,10,219
1/10/11 3:00,3,4,8.12,50.58,6.97,14,199,213,3,10,220
1/10/11 4:00,3,2,28.68,53.14,6.35,39,26,65,4,10,221
1/10/11 5:00,3,1,20.97,47.84,15.2,27,98,125,5,10,222
1/10/11 6:00,2,3,13.77,38.83,8.09,30,21,51,6,10,223
1/10/11 7:00,4,4,24.67,56.65,5.53,31,198,229,7,10,224
1/10/11 8:00,2,2,24.25,74.91,33.92,33,46,79,8,10,225
1/10/11 9:00,2,4,11.28,79.36,10.69,49,121,170,9,10,226
1/10/11 10:00,1,3,5.91,82.31,33.35,21,54,75,10,10,227
1/10/11 11:00,2,3,18.01,49.98,43.1,28,8,36,11,10,228
1/10/11 12:00,1,1,22.09,81.17,32.6,7,53,60,12,10,229
1/10/11 13:00,1,4,31.3,20.52,5.97,21,113,134,13,10,230
1/10/11 14:00,2,1,32.85,58.16,28.68,11,63,74,14,10,231
1/10/11 15:00,4,2,20.86,83.51,19.68,22,117,139,15,10,232
1/10/11 16:00,4,1,27.61,70.4,17.17,37,108,145,16,10,233
1/10/11 17:00,4,2,18.18,57.93,15.93,1,98,99,17,10,234
1/10/11 18:00,4,3,27.38,71.57,46.47,11,166,177,18,10,235
1/10/11 19:00,4,3,11.14,92.56,37.13,20,82,102,19,10,236
1/10/11 20:00,2,4,16.13,65.31,6.69,11,7,18,20,10,237
1/10/11 21:00,2,2,24.03,83.98,23.8,44,106,150,21,10,238
1/10/11 22:00,3,3,5.54,98.46,15.91,30,154,184,22,11,239
1/10/11 23:00,4,4,26.67,76.45,48.9,8,196,204,23,11,240
1/11/11 0:00,2,4,30.07,65.87,48.9,14,111,125,0,11,241
1/11/11 1:00,3,1,16.97,23,15.98,31,160,191,1,11,242
1/11/11 2:00,4,4,18.44,49.96,17.61,42,137,179,2,11,243
1/11/11 3:00,1,3,30.54,65.24,29.97,8,105,113,3,11,244
1/11/11 4:00,3,1,28.27,83.78,23.97,23,143,166,4,11,245
1/11/11 5:00,2,2,13.64,55.05,10.66,7,10,17,5,11,246
1/11/11 6:00,1,2,14.72,96.8,33.02,27,18,45,6,11,247
1/11/11 7:00,1,3,25.37,41.74,16.71,17,191,208,7,11,248
1/11/11 8:00,1,3,21.9,79.57,32.69,42,51,93,8,11,249
1/11/11 9:00,3,1,9.87,53.52,19.18,36,142,178,9,11,250
1/11/11 10:00,2,1,14.3,58.88,35.01,35,41,76,10,11,251
1/11/11 11:00,1,3,32,84.2,33.39,36,99,135,11,11,252
1/11/11 12:00,4,3,25.65,43.7,25.44,31,95,126,12,11,253
1/11/11 13:00,1,2,34.58,27.74,35.24,20,82,102,13,11,254
1/11/11 14:00,1,2,28.01,61.62,23.05,38,78,116,14,11,255
1/11/11 15:00,3,2,33.26,62.3,5.81,48,165,213,15,11,256
1/11/11 16:00,3,3,11.49,83.77,9.11,28,127,155,16,11,257
1/11/11 17:00,2,4,28.14,97.47,12.3,17,85,102,17,11,258
1/11/11 18:00,4,3,5.61,24.42,3.16,22,48,70,18,11,259
1/11/11 19:00,3,3,25.12,67.34,35.57,32,76,108,19,11,260
1/11/11 20:00,1,2,19.08,74.5,18.37,47,83,130,20,11,261
1/11/11 21:00,2,3,15.4,98.86,4.68,8,48,56,21,11,262
1/11/11 22:00,1,1,30.87,95.41,41,43,78,121,22,12,263
1/11/11 23:00,1,3,30.63,77,34.18,42,198,240,23,12,264
1/12/11 0:00,3,3,5.67,61.74,22.61,37,182,219,0,12,265
1/12/11 1:00,2,3,23.29,32.92,12.37,3,149,152,1,12,266
1/12/11 2:00,4,3,16.03,50.73,7.59,15,170,185,2,12,267
1/12/11 3:00,4,4,17.47,66.81,22.92,2,49,51,3,12,268
1/12/11 4:00,3,3,29.96,78.02,44.26,7,83,90,4,12,269
1/12/11 5:00,3,1,14.3,70.83,9.42,15,123,138,5,12,270
1/12/11 6:00,2,1,33.29,77.13,28.43,1,18,19,6,12,271
1/12/11 7:00,4,3,10.39,54.33,48.08,44,90,134,7,12,272
1/12/11 8:00,4,2,24.88,78.21,31.86,18,71,89,8,12,273
1/12/11 9:00,4,4,25.16,31.5,22,23,145,168,9,12,274
1/12/11 10:00,1,3,12.57,33.01,35.82,15,9,24,10,12,275
1/12/11 11:00,4,3,14.74,33.03,41.23,39,49,88,11,12,276
1/12/11 12:00,1,3,30.04,91.27,29.53,1,48,49,12,12,277
1/12/11 13:00,2,2,27.85,26.08,43.59,31,168,199,13,12,278
1/12/11 14:00,1,2,14.87,84.12,25.73,0,98,98,14,12,279
1/12/11 15:00,2,2,21.02,38.69,41.5,48,142,190,15,12,280
1/12/11 16:00,4,4,6.85,57.47,47.6,17,119,136,16,12,281
1/12/11 17:00,4,1,11.26,93.28,25.06,38,22,60,17,12,282
1/12/11 18:00,2,4,19.57,66.87,30.25,31,75,106,18,12,283
1/12/11 19:00,3,2,7.58,36.81,30.47,8,112,120,19,12,284
1/12/11 20:00,2,1,30.3,42.73,39.07,2,26,28,20,12,285
1/12/11 21:00,3,1,26.54,93.64,41.15,23,5,28,21,12,286
1/12/11 22:00,1,2,33.31,54.17,1.36,10,23,33,22,13,287
1/12/11 23:00,1,2,25.8,66.96,36.67,27,85,112,23,13,288
1/13/11 0:00,1,4,33.21,56.79,39.19,15,136,151,0,13,289
1/13/11 1:00,4,2,21.64,50.28,35.02,28,189,217,1,13,290
1/13/11 2:00,1,1,23.01,37.86,35.68,40,66,106,2,13,291
1/13/11 3:00,3,3,34.31,74.9,2.07,11,69,80,3,13,292
1/13/11 4:00,1,2,24.26,77.46,22.1,45,77,122,4,13,293
1/13/11 5:00,2,2,5.92,41.99,40.91,3,41,44,5,13,294
1/13/11 6:00,2,4,26.71,83.12,46.7,25,59,84,6,13,295
1/13/11 7:00,4,4,32.16,88.36,11.47,3,82,85,7,13,296
1/13/11 8:00,2,2,28.87,93.65,28.96,10,175,185,8,13,297
1/13/11 9:00,3,1,22.51,32.9,40.22,1,183,184,9,13,298
1/13/11 10:00,1,1,25.14,44.31,37.62,30,86,116,10,13,299
1/13/11 11:00,4,3,34.71,88.83,30.94,49,132,181,11,13,300
1/13/11 12:00,1,2,7.72,35.88,0.93,2,107,109,12,13,301
1/13/11 13:00,1,4,25.02,20.28,36.19,24,181,205,13,13,302
1/13/11 14:00,3,1,13.5,89.67,38.66,33,165,198,14,13,303
1/13/11 15:00,2,3,24.2,46.12,36.14,0,146,146,15,13,304
1/13/11 16:00,2,2,23.23,53.16,38.29,4,196,200,16,13,305
1/13/11 17:00,1,1,9.6,55.71,21.55,38,70,108,17,13,306
1/13/11 18:00,4,2,11.2,87.86,49.69,30,23,53,18,13,307
1/13/11 19:00,2,2,23.65,47.03,38.54,35,104,139,19,13,308
1/13/11 20:00,4,1,8.85,91.38,28.93,2,79,81,20,13,309
1/13/11 21:00,2,1,12.96,69.36,46.71,37,137,174,21,13,310
1/13/11 22:00,4,1,30.06,62.18,45.41,11,148,159,22,14,311
1/13/11 23:00,3,2,14.81,46.05,40.73,15,142,157,23,14,312
1/14/11 0:00,4,2,19.64,39.5,28.18,7,63,70,0,14,313
1/14/11 1:00,3,3,33.23,69.92,26.36,10,140,150,1,14,314
1/14/11 2:00,3,4,11.81,55.75,16.44,44,70,114,2,14,315
1/14/11 3:00,4,2,16.69,92.84,12.54,13,167,180,3,14,316
1/14/11 4:00,3,4,23.19,59.33,25.62,26,135,161,4,14,317
1/14/11 5:00,1,1,27.66,60.94,28.89,17,104,121,5,14,318
1/14/11 6:00,3,2,32.05,53.34,12.23,7,165,172,6,14,319
1/14/11 7:00,2,3,32.46,83.14,46.13,32,51,83,7,14,320
1/14/11 8:00,4,3,28.3,53.99,27.86,3,1,4,8,14,321
1/14/11 9:00,1,4,11.85,41.55,26.33,48,149,197,9,14,322
1/14/11 10:00,4,1,5.74,88.96,21.78,29,118,147,10,14,323
1/14/11 11:00,2,4,16.51,67.75,2.9,19,117,136,11,14,324
1/14/11 12:00,2,1,9.25,67.32,44.12,29,3,32,12,14,325
1/14/11 13:00,2,3,26.31,68.87,15.85,26,51,77,13,14,326
1/14/11 14:00,3,4,24.83,77.51,32.12,24,110,134,14,14,327
1/14/11 15:00,3,3,6.32,45.05,30.37,5,6,11,15,14,328
1/14/11 16:00,4,3,30.1,22.71,29.22,4,0,4,16,14,329
1/14/11 17:00,4,1,12.46,84.85,26.29,13,82,95,17,14,330
1/14/11 18:00,1,4,17.97,30.31,9.07,13,185,198,18,14,331
1/14/11 19:00,1,4,25.04,77.75,14.03,33,189,222,19,14,332
1/14/11 20:00,4,3,17.88,26.59,26.21,40,93,133,20,14,333
1/14/11 21:00,3,3,18.24,50.02,39.47,24,113,137,21,14,334
1/14/11 22:00,2,1,6.97,25.04,21.6,38,193,231,22,15,335
1/14/11 23:00,4,2,17.04,61.78,10.2,17,54,71,23,15,336
1/15/11 0:00,1,2,27.95,72.25,4.4,19,116,135,0,15,337
1/15/11 1:00,3,3,32.46,33.71,33.15,42,12,54,1,15,338
1/15/11 2:00,4,2,17.4,49.73,21.17,7,27,34,2,15,339
1/15/11 3:00,4,2,17.71,94.42,6.27,25,13,38,3,15,340
1/15/11 4:00,3,2,26.08,55.39,33.72,20,130,150,4,15,341
1/15/11 5:00,4,2,33.28,84.2,10.38,26,15,41,5,15,342
1/15/11 6:00,3,3,13.01,94.17,25.45,31,88,119,6,15,343
1/15/11 7:00,2,2,18.2,97.95,15.31,41,173,214,7,15,344
1/15/11 8:00,3,2,28.88,91.87,46.58,49,110,159,8,15,345
1/15/11 9:00,3,1,23.29,45.39,11.41,16,120,136,9,15,346
1/15/11 10:00,3,3,8.32,97.01,21,48,130,178,10,15,347
1/15/11 11:00,4,4,23.83,84.99,47.97,0,97,97,11,15,348
1/15/11 12:00,4,4,10.6,86.97,15.94,26,130,156,12,15,349
1/15/11 13:00,3,1,20.31,21.21,32.23,35,168,203,13,15,350
1/15/11 14:00,4,1,20.87,96.34,15.84,10,156,166,14,15,351
1/15/11 15:00,1,3,31.29,82.25,5.53,40,167,207,15,15,352
1/15/11 16:00,1,4,18.87,81.44,31.38,40,18,58,16,15,353
1/15/11 17:00,4,2,13.38,26.52,45.8,34,147,181,17,15,354
1/15/11 18:00,4,1,11.93,38.61,22.63,37,20,57,18,15,355
1/15/11 19:00,3,4,31.23,96.98,31.31,37,147,184,19,15,356
1/15/11 20:00,2,3,10.13,60.05,30.44,41,91,132,20,15,357
1/15/11 21:00,4,2,17.78,51.83,20.75,41,46,87,21,15,358
1/15/11 22:00,1,3,10.62,87.2,30.74,48,90,138,22,16,359
1/15/11 23:00,3,1,28.2,26.99,12.97,46,43,89,23,16,360
1/16/11 0:00,4,4,19.23,53.36,18.9,35,113,148,0,16,361
1/16/11 1:00,1,4,15.53,50.06,22.12,9,88,97,1,16,362
1/16/11 2:00,1,4,15.83,47.99,43.2,39,1,40,2,16,363
1/16/11 3:00,2,4,30.57,44.62,17.42,0,170,170,3,16,364
1/16/11 4:00,3,2,21.61,36.81,31.76,21,184,205,4,16,365
1/16/11 5:00,3,2,26.54,33.83,10.67,16,87,103,5,16,366
1/16/11 6:00,2,3,31.91,71.23,12.63,11,146,157,6,16,367
